Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"P Boldi, G Gousios",Fine-Grained Network Analysis for Modern Software Ecosystems,2020,ACM Transactions on Internet Technology (TOIT),dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3418209,,113,15-02-21,,,,,,,,,0,0,0,2,1
5,"A Møller, MT Torp",Model-based testing of breaking changes in Node. js libraries,2019,Proceedings of the 2019 27th ACM Joint Meeting on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3338906.3338940,"https://scholar.google.com/scholar?cites=1584741308889122562&as_sdt=2005&sciodt=0,5&hl=en",114,15-02-21,,,,,,,,,5,2.5,3,2,2
0,"S Zhang, H Cai, Y Zhang",TransDroid: Automatic Client-based Service Evolving in Android Apps,2019,Proceedings of the 11th Asia-Pacific …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3361242.3361255,,115,15-02-21,,,,,,,,,0,0,0,3,2
0,R Dykes,Self-adaptive application programming interface level security monitoring,2020,"US Patent 10,795,992",Google Patents,https://patents.google.com/patent/US10795992B2/en,,116,15-02-21,,,,,,,,,0,0,0,1,1
1,"B Wang, BW Boehm",Process Implications of Executable Domain Models for Microservices Development,2020,Proceedings of the International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3379177.3388896,"https://scholar.google.com/scholar?cites=13245642615037640978&as_sdt=2005&sciodt=0,5&hl=en",117,15-02-21,,,,,,,,,1,1,1,2,1
0,"C Sung, SK Lahiri, M Kaufman, P Choudhury…",Towards understanding and fixing upstream merge induced conflicts in divergent forks: an industrial case study,2020,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3377813.3381362,,118,15-02-21,,,,,,,,,0,0,0,5,1
1,"J Bogner, A Weller, S Wagner…",Exploring Maintainability Assurance Research for Service-and Microservice-Based Systems: Directions and Differences,2020,Joint Post-proceedings …,drops.dagstuhl.de,https://drops.dagstuhl.de/opus/volltexte/2020/11825/,"https://scholar.google.com/scholar?cites=15968872899479045712&as_sdt=2005&sciodt=0,5&hl=en",119,15-02-21,,,,,,,,,1,1,0,4,1
0,"A Singh, N Jeyanthi",MVP Architecture Model With Single Endpoint Access For Displaying COVID 19 Patients Information Dynamically,2020,2020 12th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9242573/,,120,15-02-21,,,,,,,,,0,0,0,2,1
0,"H Xiong, C Fan, CO Antwi",An integrated approach to air passenger index prediction: mutual information principle and support vector regression (MI-SVR) blended model,2020,,preprints.org,https://www.preprints.org/manuscript/202008.0448,,121,15-02-21,,,,,,,,,0,0,0,3,1
4,"L Chen, F Hassan, X Wang, L Zhang",Taming behavioral backward incompatibilities via cross-project testing and analysis,2020,Proceedings of the ACM/IEEE …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3377811.3380436,"https://scholar.google.com/scholar?cites=3412027112934875230&as_sdt=2005&sciodt=0,5&hl=en",122,15-02-21,,,,,,,,,4,4,1,4,1
7,"BA Malloy, JF Power",An empirical analysis of the transition from Python 2 to Python 3,2019,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-018-9637-2,"https://scholar.google.com/scholar?cites=14002279145606414365&as_sdt=2005&sciodt=0,5&hl=en",123,15-02-21,,,,,,,,,7,3.5,4,2,2
0,L Serrano,Automatic Inference of System Software Transformation Rules from Examples,2020,,hal.inria.fr,https://hal.inria.fr/tel-03120648/,,124,15-02-21,,,,,,,,,0,0,0,1,1
11,M Langhammer,Automated Coevolution of Source Code and Software Architecture Models,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=rYawDwAAQBAJ&oi=fnd&pg=PR1&dq=%22api+evolution%22&ots=mxNnIEhUOt&sig=2_Xy_v_yxeZFd6zJSylBlpjh7Vc,"https://scholar.google.com/scholar?cites=15612325071403973071&as_sdt=2005&sciodt=0,5&hl=en",125,15-02-21,BOOK,,,,,,,,11,5.5,11,1,2
0,V Touronen,Microservice architecture patterns with GraphQL,2019,,helda.helsinki.fi,https://helda.helsinki.fi/handle/10138/304677,,126,15-02-21,,,,,,,,,0,0,0,1,2
0,"W Ma, L Chen, X Zhang, Y Feng, Z Xu…",Impact analysis of cross-project bugs on software ecosystems,2020,2020 IEEE/ACM …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9284011/,,127,15-02-21,,,,,,,,,0,0,0,6,1
2,"B Chinthanet, RG Kula, T Ishio, A Ihara…",On the Lag of Library Vulnerability Updates: An Investigation into the Repackage and Delivery of Security Fixes Within The npm JavaScript Ecosystem,2019,arXiv preprint arXiv …,deepai.org,https://deepai.org/publication/on-the-lag-of-library-vulnerability-updates-an-investigation-into-the-repackage-and-delivery-of-security-fixes-within-the-npm-javascript-ecosystem,"https://scholar.google.com/scholar?cites=17266177617632419290&as_sdt=2005&sciodt=0,5&hl=en",128,15-02-21,HTML,,,,,,,,2,1,0,5,2
1,"MF Bertoa, N Moreno, A Perez-Vereda…",Digital avatars for older people's care,2019,International Workshop …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-41494-8_6,"https://scholar.google.com/scholar?cites=4688571450244211588&as_sdt=2005&sciodt=0,5&hl=en",129,15-02-21,,,,,,,,,1,0.5,0,4,2
0,P Boldi,How Network Analysis Can Improve the Reliability of Modern Software Ecosystems,2019,2019 IEEE First International Conference on Cognitive …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8998991/,,130,15-02-21,,,,,,,,,0,0,0,1,2
3,"P Tesone, G Polito, L Fabresse, N Bouraqadi…",Preserving instance state during refactorings in live environments,2020,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X17306568,"https://scholar.google.com/scholar?cites=7654007570252341342&as_sdt=2005&sciodt=0,5&hl=en",131,15-02-21,,,,,,,,,3,3,1,5,1
0,CDWD Gamage,Developing a systematic approach to evaluate the usability of security APIs,2020,,researchgate.net,https://www.researchgate.net/profile/Chamila_Wijayarathna/publication/342707877_Developing_a_systematic_approach_to_evaluate_the_usability_of_security_APIs/links/5f02d3daa6fdcc4ca44e97ad/Developing-a-systematic-approach-to-evaluate-the-usability-of-security-APIs.pdf,,132,15-02-21,PDF,,,,,,,,0,0,0,1,1
0,"M Fernández-Bertoa, N Moreno, A Perez-Vereda…",Digital Avatars for Older People's Care,2020,,riuma.uma.es,https://riuma.uma.es/xmlui/handle/10630/19624,,133,15-02-21,,,,,,,,,0,0,0,4,1
0,"M Bilal, C Wang, Z Yu, A Bashir",Evaluation of Secure OpenID-Based RAAA User Authentication Protocol for Preventing Specific Web Attacks in Web Apps,2020,2020 IEEE 11th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9237635/,,134,15-02-21,,,,,,,,,0,0,0,4,1
0,"A Sundelin, J Gonzalez-Huerta, K Wnuk",The hidden cost of backward compatibility: when deprecation turns into technical debt-an experience report,2020,Proceedings of the 3rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3387906.3388629,,135,15-02-21,,,,,,,,,0,0,0,3,1
1,"B Chinthanet, RG Kula, S McIntosh, T Ishio…","Lags in the Release, Adoption, and Propagation of npm Vulnerability Fixes",2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1907.03407,"https://scholar.google.com/scholar?cites=8615958827214772590&as_sdt=2005&sciodt=0,5&hl=en",136,15-02-21,,,,,,,,,1,0.5,0,5,2
0,"M Kleehaus, F Matthes, GM Miranda, JPA Almeida…",EDOC 2019,,computer.org,,https://www.computer.org/csdl/pds/api/csdl/proceedings/download-article/1hcxwBz2AXC/pdf,,137,15-02-21,,,,,,,,,0,0,0,5,
0,J JAMIESON,Bridging the Open Web and APIs: Alternative Social Media Alongside the Corporate Web,,jackjamieson.net,,https://jackjamieson.net/wp-content/uploads/BridgingOpenWebAPIs_Draft_20190719.pdf,,138,15-02-21,PDF,,,,,,,,0,0,0,1,
0,"M Kleehaus, F Matthes, GM Miranda, JPA Almeida…",2019 IEEE 23rd International Enterprise Distributed Object Computing Conference (EDOC),,ieeexplore.ieee.org,,https://ieeexplore.ieee.org/abstract/document/8945009/,,139,15-02-21,CITATION,,,,,,,,0,0,0,5,
0,"박종열, 이선아",소프트웨어 변경 규칙을 활용한 메소드 호출 갱신 기법,2019,정보과학회논문지,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE07613454,,140,15-02-21,,,,,,,,,0,0,0,2,2
0,F Grund,CodeShovel: constructing robust source code history,2019,,open.library.ubc.ca,https://open.library.ubc.ca/collections/83l/24/items/1.0379647,,141,15-02-21,HTML,,,,,,,,0,0,0,1,2
0,"RD Kutsche, E Zimányi",Big Data Management and Analytics,,Springer,,https://link.springer.com/content/pdf/10.1007/978-3-030-61627-4.pdf,,142,15-02-21,,,,,,,,,0,0,0,2,
2,"Y Higo, S Hayashi, S Kusumoto",On tracking Java methods with Git mechanisms,2020,Journal of Systems and Software,Elsevier,https://www.sciencedirect.com/science/article/pii/S0164121220300522,"https://scholar.google.com/scholar?cites=10430068990672518478&as_sdt=2005&sciodt=0,5&hl=en",143,15-02-21,HTML,,,,,,,,2,2,1,3,1
1,"DM Duggal, WJ Malyk","Event-driven programming model-based on asynchronous, massively parallel dataflow processes for highly-scalable distributed applications",2019,"US Patent App. 16/249,874",Google Patents,https://patents.google.com/patent/US20190220331A1/en,"https://scholar.google.com/scholar?cites=7097963376059224983&as_sdt=2005&sciodt=0,5&hl=en",144,15-02-21,,,,,,,,,1,0.5,1,2,2
0,"ROY Mainak, C Gupta, A Seal",Generating unified and dynamically updatable application programming interface documentation from different sources,2020,"US Patent 10,761,838",Google Patents,https://patents.google.com/patent/US10761838B2/en,,145,15-02-21,,,,,,,,,0,0,0,3,1
0,"DM Duggal, WJ Malyk",Unified operating system for distributed computing,2020,"US Patent App. 16/565,324",Google Patents,https://patents.google.com/patent/US20200159506A1/en,,146,15-02-21,,,,,,,,,0,0,0,2,1
1,"T Rogliano, G Polito, P Tesone",Towards easy program migration using language virtualization,2019,… Workshop on Smalltalk …,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-02297756/,"https://scholar.google.com/scholar?cites=3683069576977739386&as_sdt=2005&sciodt=0,5&hl=en",147,15-02-21,,,,,,,,,1,0.5,0,3,2
0,"DM Duggal, WJ Malyk",Unified operating system for distributed computing,2019,"US Patent 10,452,361",Google Patents,https://patents.google.com/patent/US10452361B2/en,,148,15-02-21,,,,,,,,,0,0,0,2,2
0,D WU,On-the-fly Android static analysis with applications in vulnerability discovery,2019,,core.ac.uk,https://core.ac.uk/download/pdf/211018674.pdf,,149,15-02-21,PDF,,,,,,,,0,0,0,1,2
0,M Benito Bermúdez,Analysis and evaluation of embedded graphics solutions for critical systems,2019,,upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/175735,,150,15-02-21,,,,,,,,,0,0,0,1,2
0,SN Francesch,On-demand Data Integration,,essi.upc.edu,,https://www.essi.upc.edu/~aabello/publications/19.thesis_Sergi.pdf,,151,15-02-21,PDF,,,,,,,,0,0,0,1,
0,M Tufano,Learning Code Transformations via Neural Machine Translation,2019,,scholarworks.wm.edu,https://scholarworks.wm.edu/etd/1563899006/,,152,15-02-21,,,,,,,,,0,0,0,1,2
1,"P Abate, R Di Cosmo, G Gousios…","Dependency solving is still hard, but we are getting better at it",2020,2020 IEEE 27th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9054837/,"https://scholar.google.com/scholar?cites=1102106363255996097&as_sdt=2005&sciodt=0,5&hl=en",153,15-02-21,,,,,,,,,1,1,0,4,1
0,S Nadal Francesch,Metadata-driven data integration,2019,,upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/134610,,154,15-02-21,,,,,,,,,0,0,0,1,2
0,S Ersson,Code Clone Detection for Equivalence Assurance,2020,,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1477592,,155,15-02-21,,,,,,,,,0,0,0,1,1
0,"S Wood, N Matragkas, D Kolovos, R Paige…",Supporting robotic software migration using static analysis and model-driven engineering,2020,Proceedings of the 23rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3365438.3410965,,156,15-02-21,,,,,,,,,0,0,0,5,1
24,"W Zou, D Lo, PS Kochhar, XBD Le, X Xia…",Smart contract development: Challenges and opportunities,2019,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8847638/,"https://scholar.google.com/scholar?cites=6150290471227240968&as_sdt=2005&sciodt=0,5&hl=en",157,15-02-21,,,,,,,,,24,12,4,6,2
0,"KA Natadilaga, MC Wijanto",Implementasi Vue. Js Pada Sistem Direktorat Kerja Sama UK Maranatha,2020,Jurnal STRATEGI-Jurnal …,strategi.itmaranatha.org,http://strategi.itmaranatha.org/index.php/strategi/article/view/178,,158,15-02-21,,,,,,,,,0,0,0,2,1
0,MT Jakóbczyk,Introducing Oracle Cloud Infrastructure,2020,Practical Oracle Cloud Infrastructure,Springer,https://link.springer.com/chapter/10.1007/978-1-4842-5506-3_1,,159,15-02-21,,,,,,,,,0,0,0,1,1
0,"J Caldeira, J Cardoso, T Oliveira",Software Development Analytics in Practice: A Systematic Literature Review,2020,arXiv preprint arXiv:2007.10213,arxiv.org,https://arxiv.org/abs/2007.10213,,160,15-02-21,,,,,,,,,0,0,0,3,1
1,"A Habib, A Shinnar, M Hirzel, M Pradel",Type Safety with JSON Subschema,2019,arXiv preprint arXiv:1911.12651,arxiv.org,https://arxiv.org/abs/1911.12651,"https://scholar.google.com/scholar?cites=17659573814878157073&as_sdt=2005&sciodt=0,5&hl=en",161,15-02-21,,,,,,,,,1,0.5,0,4,2
1,"Y Ma, A Mockus, R Zaretzki…",A Methodology for Analyzing Uptake of SoftwareTechnologies Among Developers,2020,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9091014/,"https://scholar.google.com/scholar?cites=13972216322673958823&as_sdt=2005&sciodt=0,5&hl=en",162,15-02-21,,,,,,,,,1,1,0,4,1
0,HK Wright,Incremental Type Migration Using Type Algebra,2020,2020 IEEE International Conference on Software …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9240711/,,163,15-02-21,,,,,,,,,0,0,0,1,1
0,"A Hora, R Robbes",Characteristics of method extractions in Java: a large scale empirical study,2020,Empirical Software Engineering,Springer,https://link.springer.com/content/pdf/10.1007/s10664-020-09809-8.pdf,,164,15-02-21,,,,,,,,,0,0,0,2,1
0,"P Lam, J Dietrich, DJ Pearce",Putting the semantics into semantic versioning,2020,Proceedings of the 2020 ACM SIGPLAN …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3426428.3426922,,165,15-02-21,,,,,,,,,0,0,0,3,1
0,Μ Κοσμάς,Ανάπτυξη διεπαφής προγραμματισμού εφαρμογών και αλγορίθμων για σύγχρονη αξιολόγηση κυκλωματικής πολυπλοκότητας,2020,,nemertes.library.upatras.gr,http://nemertes.library.upatras.gr/jspui/handle/10889/13859,,166,15-02-21,,,,,,,,,0,0,0,1,1
6,"A Ketkar, A Mesbah, D Mazinanian…",Type migration in ultra-large-scale codebases,2019,2019 IEEE/ACM 41st …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8812061/,"https://scholar.google.com/scholar?cites=3970843478552415100&as_sdt=2005&sciodt=0,5&hl=en",167,15-02-21,,,,,,,,,6,3,2,4,2
0,NA Barud,METODOLOGIA DEVOPS: ESTUDO BIBLIOMÉTRICO DA PRODUÇÃO CIENTÍFICA NA BASE SCOPUS DEVOPS METHODOLOGY: BIBLIOMETRIC STUDY …,,admpg.com.br,,https://admpg.com.br/2020/anais/arquivos/08142020_210817_5f372dc51d50e.pdf,,168,15-02-21,PDF,,,,,,,,0,0,0,1,
1,SSH Zaidi,Library Migration: A Retrospective Analysis and Tool,2019,,prism.ucalgary.ca,https://prism.ucalgary.ca/handle/1880/110093,"https://scholar.google.com/scholar?cites=17972462733960246540&as_sdt=2005&sciodt=0,5&hl=en",169,15-02-21,,,,,,,,,1,0.5,1,1,2
0,SD Simmons,Conceptions of Refactoring: An Investigation of Stack Overflow Posts,2020,,scholarworks.rit.edu,https://scholarworks.rit.edu/theses/10440/,,170,15-02-21,,,,,,,,,0,0,0,1,1
3,"SE Ponta, H Plate, A Sabetta","Detection, assessment and mitigation of vulnerabilities in open source dependencies",2020,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-020-09830-x?wt_mc=Internal.Event.1.SEM.ArticleAuthorOnlineFirst&utm_source=ArticleAuthorOnlineFirst&utm_medium=email&utm_content=AA_en_06082018&ArticleAuthorOnlineFirst_20200701&error=cookies_not_supported&error=cookies_not_supported&code=ed1317ba-caa8-4545-8c47-9edbb332085d&code=5a1a2eaf-93c8-4a10-a804-3506b76d7564,"https://scholar.google.com/scholar?cites=3412023677509877447&as_sdt=2005&sciodt=0,5&hl=en",171,15-02-21,HTML,,,,,,,,3,3,1,3,1
0,"C Deknop, J Fabry, K Mens, V Zaytsev",Improving a Software Modernisation Process by Differencing Migration Logs,2020,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-64148-1_17,,172,15-02-21,,,,,,,,,0,0,0,4,1
0,山本里枝子,サービス指向システム開発方法論の研究,2019,,nanzan-u.repo.nii.ac.jp,https://nanzan-u.repo.nii.ac.jp/?action=repository_action_common_download&item_id=2759&item_no=1&attribute_id=20&file_no=2,,173,15-02-21,PDF,,,,,,,,0,0,0,1,2
6,"C Casalnuovo, K Sagae, P Devanbu",Studying the difference between natural and programming language corpora,2019,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-018-9669-7,"https://scholar.google.com/scholar?cites=12464897699178626420&as_sdt=2005&sciodt=0,5&hl=en",174,15-02-21,,,,,,,,,6,3,2,3,2
0,"CA Oyeleye, KA Sotonwa, EO Omidiora…",Implementation of an Improved Interface Complexity Metric on Regular Language for Next Generation,2020,LAUTECH …,laujci.lautech.edu.ng,http://laujci.lautech.edu.ng/index.php/laujci/article/view/25,,175,15-02-21,,,,,,,,,0,0,0,4,1
0,A Weller,Exploring and categorizing maintainability assurance research for service and microservice-based systems,2019,,elib.uni-stuttgart.de,http://elib.uni-stuttgart.de/handle/11682/10477,,176,15-02-21,,,,,,,,,0,0,0,1,2
0,"S Meldrum, SA Licorish, BTR Savarimuthu",Exploring Research Interest in Stack Overflow--A Systematic Mapping Study and Quality Evaluation,2020,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2010.12282,,177,15-02-21,,,,,,,,,0,0,0,3,1
0,D Abts,Interfaces,2020,Grundkurs JAVA,Springer,https://link.springer.com/content/pdf/10.1007/978-3-658-30494-2_9.pdf,,178,15-02-21,,,,,,,,,0,0,0,1,1
0,B Goossens,Decision-Making in a Microservice Architecture,2019,,essay.utwente.nl,https://essay.utwente.nl/80113/,,179,15-02-21,,,,,,,,,0,0,0,1,2
0,"S Hartenstein, A Schmietendorf, S Schmidt, K Nadobny",Sicherheits-und Compliance-Management im Lebenszyklus von Web-APIs. Ergebnisse eines Forschungsprojektes an der HWR Berlin/Otto-von-Guericke …,2020,,books.google.com,https://books.google.com/books?hl=en&lr=&id=FxrxDwAAQBAJ&oi=fnd&pg=PA5&dq=%22api+evolution%22&ots=zuCH0yL91U&sig=DE3OTUDgukLfKf1fOW48K50z0C4,,180,15-02-21,BOOK,,,,,,,,0,0,0,4,1
0,HAT Al-Rubaye,Towards the Automation of Migration and Safety of Third-Party Libraries,2020,,scholarworks.rit.edu,https://scholarworks.rit.edu/theses/10614/,,181,15-02-21,,,,,,,,,0,0,0,1,1
15,"H Wang, M Gu, Q Yu, Y Tao, J Li, H Fei, J Yan…",Adaptive and large-scale service composition based on deep reinforcement learning,2019,Knowledge-Based …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0950705119302266,"https://scholar.google.com/scholar?cites=11812918857149755678&as_sdt=2005&sciodt=0,5&hl=en",182,15-02-21,,,,,,,,,15,7.5,2,8,2
